Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.5694
conn2, flow1_conn2, 22.0261
conn3, flow1_conn3, 19.841
conn4, flow1_conn4, 19.3421
conn5, flow1_conn5, 20.7466
