Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2218, 19.6328, 379497

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.9995, 21.3587, 348830

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4159, 19.8213, 375888

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.1377, 20.3248, 366577

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
