Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.5516
conn2, flow1_conn2, 20.1612
conn3, flow1_conn3, 19.6848
conn4, flow1_conn4, 25.3163
conn5, flow1_conn5, 21.5051
