Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9609, 19.3795, 384457

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8514, 20.2441, 368038

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 28.1038, 27.2853, 273062

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.6754, 19.8802, 374773
