Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.9389, 24.2125, 307716

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.56, 19.9612, 373253

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.942, 19.3612, 384821

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3277, 19.7357, 377519

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.5529, 19.7624, 377009
