Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8773, 20.2692, 367581

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.6299, 20.9999, 354791

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4564, 19.8606, 375143

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.342, 385203

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.534, 19.9359, 373726
