Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 4096, 819200, 888832, 819200, 8.5, 69632, 17, 10.6877, 9.8504, 619621

conn2_flow1, 2048, 819200, 847872, 819200, 3.5, 28672, 14, 10.1438, 9.80077, 622759
