Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6848
conn2, flow1_conn2, 19.9598
conn3, flow1_conn3, 19.9997
conn4, flow1_conn4, 29.4985
conn5, flow1_conn5, 23.4188
