Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9223, 19.342, 385202

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2369, 19.6475, 379213

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3358, 19.7435, 377370

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2081, 19.6195, 379754

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.6575, 21.7861, 341988
