Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.325
conn2, flow1_conn2, 20.8765
conn3, flow1_conn3, 19.6075
conn4, flow1_conn4, 21.7863
conn5, flow1_conn5, 21.7387
