Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow, 34500, 31500, 9.52381, 3000, 15.8973, 22.0347, 10651.1
