Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 27.0264
conn2, flow1_conn2, 19.8409
conn3, flow1_conn3, 21.1861
conn4, flow1_conn4, 19.8804
conn5, flow1_conn5, 19.6075
