Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7239, 20.1203, 370301

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9237, 19.3434, 385174

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.0172, 22.3468, 333407

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.3385, 20.717, 359636

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1546, 19.3794, 384459
