Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.229, 21.5816, 345229

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.3911, 20.768, 358752

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 23.4231, 22.5222, 330811

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2912, 19.7002, 378199
