Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8498, 20.2425, 368066

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.68, 22.9903, 324075

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.042, 20.4291, 364705

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.6084, 21.7388, 342732
