Data Id, Connection Ids, Data Size (bytes), Time Spent (ns), Throughput (Gbps), Start time (ns), Finish time (ns)
huge-send_1--10, host-1--host-6, 10485760, 3.71432e+06, 21.0335, 0, 3.71432e+06
small_2--10, host-2--host-6, 262144, 323588, 6.03584, 100000, 423588
small_3--10, host-3--host-6, 262144, 337004, 5.79555, 100000, 437004
small_4--10, host-4--host-6, 262144, 319116, 6.12042, 100000, 419116
small_5--10, host-5--host-6, 262144, 348138, 5.6102, 100000, 448138
