Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9223, 19.342, 385202

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6012, 20.0011, 372508

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7036, 20.1006, 370665

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.8535, 22.1879, 335795

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.8944, 21.0523, 353909
