Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-1, 51200, 51200, 15.6702, 14.4321, 26432
connection-2, 51200, 51200, 16.2097, 14.6179, 26096
connection-3, 51200, 51200, 17.4391, 14.8086, 25760
connection-4, 51200, 51200, 19.9516, 15.0043, 25424
connection-5, 51200, 51200, 24.9755, 15.2053, 25088
