Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4627, 19.8667, 375029

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.5253, 20.8984, 356515

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.9869, 21.1412, 352420

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7019, 21.0698, 353614
