Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3152, 19.7235, 377752

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8937, 20.2851, 367293

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.5432, 22.8575, 325958

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.6754, 19.8802, 374773
