Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9861, 19.404, 383972

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7213, 21.0887, 353298

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9416, 19.3607, 384829

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.7114, 20.8764, 356891

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4523, 19.8566, 375219
