Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.4886, 21.8336, 341244

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4376, 19.8424, 375488

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.1268, 21.4824, 346823

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 24.4699, 23.5287, 316659
