Throughput
Capacity (Gbps), Actual (Gbps), Utilization (%), Latency (Nanoseconds)
10, 5.88159, 58.8159, 1000

Egress buffer of spine-switch-3
Maximal size (Bytes), Average size (Bytes), Peak size (Bytes), Packets transmitted, Packets dropped, Drop percent
1048576, 667, 30000, 1949, 0, 0

Ingress buffer of leaf-switch-6
Maximal size (Bytes), Average size (Bytes), Peak size (Bytes), Packets transmitted, Packets dropped, Drop percent
1048576, 667, 1500, 1949, 0, 0
