Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.7193, 22.0576, 337779

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1712, 20.5546, 362477

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.5936, 19.8016, 376262

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 26.7802, 26.0002, 286559
