Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9223, 19.342, 385202

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.1044, 21.4606, 347175

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4976, 19.9006, 374389

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1685, 19.5811, 380499

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 24.2984, 23.3638, 318894
