Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.953, 23.2553, 320382

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.3444, 21.6936, 343446

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.2223, 21.5751, 345333

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.4722, 19.6848, 378495
