Data Id, Connection Ids, Data Size (bytes), Time Spent (ns), Throughput (Gbps), Start time (ns), Finish time (ns)
send-1, connection-pod1_host1--pod2_host4; connection-pod1_host1--pod2_host3; connection-pod1_host1--pod2_host2; connection-pod1_host1--pod2_host1, 20971520, 1.64756e+08, 0.948372, 0, 1.64756e+08
