Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1096, 19.5239, 381613

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.8488, 24.1251, 308831

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.8945, 21.0524, 353906

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1667, 20.5502, 362554
