Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-1, 512000, 512000, 5.47504, 5.42155, 703618
connection-2, 512000, 512000, 5.47504, 5.42241, 703506
connection-3, 512000, 512000, 5.47504, 5.42327, 703394
connection-4, 512000, 512000, 5.47504, 5.42414, 703282
connection-5, 512000, 512000, 5.47504, 5.425, 703170
