Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.4915
conn2, flow1_conn2, 21.6448
conn3, flow1_conn3, 23.0413
conn4, flow1_conn4, 19.5694
conn5, flow1_conn5, 21.2314
