Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2652, 20.6459, 360875

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8424, 20.2353, 368197

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.9809, 23.2824, 320009

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.8484, 21.008, 354654

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
