Throughput
Capacity, Actual, Utilization, Latency
100, 0, 0, 0

Ingress buffer of spine-switch-2
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
65536, 8, 1500, 545, 0, 0

Egress buffer of leaf-switch-3
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
65536, 28, 1518, 555, 7597699210202408300, 1
