Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.3689, 20.7465, 359125

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3569, 19.7639, 376979

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6207, 20.0201, 372155

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.6525, 21.9927, 338776

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.3419, 385204
