Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.6224, 20.9926, 354915

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1418, 20.526, 362982

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.4356, 20.8113, 358007

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.342, 385203

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6573, 20.0557, 371495
