Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.0401
conn2, flow1_conn2, 20.5336
conn3, flow1_conn3, 19.92
conn4, flow1_conn4, 20.6183
conn5, flow1_conn5, 19.3421
