Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.9776
conn2, flow1_conn2, 25.1254
conn3, flow1_conn3, 21.0523
conn4, flow1_conn4, 19.8017
conn5, flow1_conn5, 19.6075
