Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.5693
conn2, flow1_conn2, 25.8398
conn3, flow1_conn3, 21.0083
conn4, flow1_conn4, 20.5758
conn5, flow1_conn5, 22.0748
