Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.1617, 24.4289, 304991

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7166, 20.1132, 370432

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.5625, 21.9054, 340126

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.224, 20.4077, 365087

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
