Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 22.2221
conn2, flow1_conn2, 19.9598
conn3, flow1_conn3, 19.6075
conn4, flow1_conn4, 20.3249
conn5, flow1_conn5, 23.8094
