Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.8792, 25.1254, 296535

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8939, 20.2853, 367290

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2557, 19.6658, 378861

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.2641, 24.5283, 303755

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.3419, 385204
