Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7094, 20.1062, 370561

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 29.2197, 28.3686, 262635

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.6755, 19.8803, 374772

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.3236, 22.6443, 329027
