Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6848
conn2, flow1_conn2, 19.9997
conn3, flow1_conn3, 21.6917
conn4, flow1_conn4, 22.8831
conn5, flow1_conn5, 20.2017
