Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 1752000, 1747500, 0.257511, 4500, 0.752385, 0.926176, 1.40577e+07
flow-3, 1752000, 1747500, 0.257511, 4500, 0.747457, 0.925034, 1.4075e+07
flow-2, 1753500, 1749000, 0.25729, 4500, 0.779009, 0.924584, 1.4094e+07
