Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 19500, 16500, 18.1818, 3000, 5.09317, 5.035, 24416
flow-3, 24000, 18000, 33.3333, 6000, 5.38282, 5.44279, 24640
flow-2, 24000, 18000, 33.3333, 6000, 6.24238, 5.3685, 24981
