Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.4579, 20.8329, 357635

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0791, 19.4942, 382194

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.8453, 21.209, 351294

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.0523, 20.2426, 368064
