Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2613, 19.6712, 378757

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6748, 20.0726, 371182

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2588, 20.6396, 360985

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 23.4231, 22.5222, 330811

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
