Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3553, 19.7625, 377007

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9237, 19.3434, 385174

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.5795, 19.9801, 372900

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.5323, 22.8469, 326110

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.224, 20.4077, 365088
