Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6848
conn2, flow1_conn2, 20.7466
conn3, flow1_conn3, 19.8017
conn4, flow1_conn4, 24.5096
conn5, flow1_conn5, 19.7236
