Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
host-1--host-6, 10485760, 10486500, 9.99631, 9.98408, 7.82551e+06
host-2--host-6, 262144, 262500, 9.96995, 9.50948, 205666
host-3--host-6, 262144, 262500, 9.99619, 9.50944, 205667
host-4--host-6, 262144, 262500, 9.94429, 9.50948, 205666
host-5--host-6, 0, 0, 0, 0, 0
