Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6075
conn2, flow1_conn2, 20.5335
conn3, flow1_conn3, 20.3665
conn4, flow1_conn4, 21.3673
conn5, flow1_conn5, 19.7625
