Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.6793, 23.9605, 310952

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9925, 19.4102, 383848

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.8632, 22.1972, 335653

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.342, 385203

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0932, 19.5079, 381926
