Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1171, 19.5311, 381472

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.9925, 22.3228, 333765

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.5798, 19.9804, 372895

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.0334, 20.4208, 364853

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.3419, 385204
