Data Id, Connection Ids, Data Size (bytes), Time Spent (ns), Throughput (Gbps), Start time (ns), Finish time (ns)
send-1, connection-pod1_edge-1_host1--edge-2_host1, 5242880, 6.64207e+06, 5.88107, 0, 6.64207e+06
