Data Id, Connection Ids, Data Size (bytes), Time Spent (ns), Throughput (Gbps), Start time (ns), Finish time (ns)
send-1, conn1; conn2, 1638400, 1.31253e+06, 9.30038, 0, 1.31253e+06
