Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.7133, 23.0226, 323620

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.185, 20.568, 362241

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2149, 20.5969, 361732

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 25.7419, 24.7518, 301012

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
